;name;author;narrator;time;releasedate;language;stars;price;ratings
769;The Untold Story of the Talking Book;MatthewRubery;JimDenison;691;2016-11-14;English;0.0;836.0;0
770;Con passo lieve;PaolaMaugeri;PaolaMaugeri;346;2022-03-18;italian;0.0;267.0;0
771;The Force of Truth;ThomasScott;DavidK.Martin;349;2021-10-17;English;0.0;478.0;0
772;Learning About Folktales, Fables, and Fairy Tales;GailSaunders-Smith,KellyBoswell,MarthaE.H.Rustad;Anonymous;6;2022-02-23;English;0.0;82.0;0
773;War of the Bastards;AndrewShvarts;BrittanyPressley;718;2019-06-04;English;0.0;585.0;0
774;Ce cochon de Morin;GuydeMaupassant;FabienneProst;25;2021-11-08;french;0.0;112.0;0
775;Advent;JKCooper;KateReading;471;2019-04-09;English;0.0;668.0;0
776;The Wild Places;RobertMacfarlane;SimonBubb;582;2020-10-22;English;0.0;770.0;0
777;Imagine;MattKoceich;TimGregory;732;2022-04-01;English;0.0;703.0;0
778;The Holy Qur'an - A Modern English Reading - Selected Chapters;NoorboxProductions;KevanBrighting;77;2008-05-06;English;0.0;159.0;0
779;El arte de la guerra completo [The Complete Art of War];SunTzu,SunPin,AlejandroBarcenas;HectorVelasco;157;2021-10-14;spanish;0.0;377.0;0
780;The Stone Frigate;KateArmstrong;KateArmstrong;466;2020-05-29;English;0.0;669.0;0
781;Before I Let Go;MariekeNijkamp;SandyRustin,JenniferO'Donnell;355;2018-01-23;English;0.0;820.0;0
782;Master - Roger Federer;ChristopherClarey;AlfonsoMendiguchía;941;2022-01-19;spanish;0.0;959.0;0
783;Unsouled;NealShusterman;LukeDaniels;775;2014-06-10;English;0.0;836.0;0
784;Die Meckerpause;AnnemarieNorden;CathrinBürger;55;2021-12-23;german;0.0;233.0;0
785;Vietnam: A Tale of Two Tours;JamesC.MooneyJr.;DaviddeVries;622;2019-01-29;English;0.0;836.0;0
786;Leichter zur Alkohol-Abstinenz;AbbasSchirmohammadi,DorotheaBrückl;AbbasSchirmohammadi,DorotheaBrückl;52;2018-12-13;german;0.0;233.0;0
787;How to Start Your Virtual Assistant Business;ConnieZabala;ConnieZabala;143;2022-03-17;English;0.0;633.0;0
788;Molly Brown's Freshman Days;NellSpeed;DebbieR.BakerRobinson;298;2021-12-22;English;0.0;300.0;0
789;Peligro;RobertCosta,BobWoodward,JorgeRizzo-traductor,;CarlesSianes;942;2022-01-19;spanish;0.0;614.0;0
790;Москва и москвичи;ВладимирГиляровский;ВладимирСамойлов;879;2020-07-07;russian;0.0;166.0;0
791;A Touch of Darkness;ScarlettSt.Clair;MegSylvan;666;2020-06-30;English;4.5;586.0;13
792;Масштаб: Универсальные законы роста, инновации, устойчивости и темпа жизни;SmartReading;ДмитрийЕвстратов;26;2020-09-04;russian;0.0;132.0;0
794;Killing Jesus;StephenMansfield;JohnMcLain;276;2013-12-29;English;0.0;569.0;0
795;Yoga, Tee, LSD;AndreaJungaberle;SusanneGrawe;613;2020-12-30;german;0.0;602.0;0
796;Антихрупкость. Как извлечь выгоду из хаоса;SmartReading;ОльгаГанкова;30;2020-07-31;russian;0.0;132.0;0
797;Gamification Marketing for Dummies;ZarrarChishti;GaryTiedemann;585;2020-12-22;English;0.0;586.0;0
798;Protector for Hire;TawnaFenske;ArielleDeLisle;390;2017-06-22;English;5.0;670.0;1
799;Pimpa e la sorpresa di Natale;Altan;FrancescaVettori;14;2021-10-07;italian;0.0;36.0;0
800;33 Żydów, którzy wpłynęli na losy świata;PrzemysławSłowiński;ElżbietaKijowska;884;2019-06-27;polish;0.0;334.0;0
801;La llamada de Cthulhu;H.P.Lovecraft;BenjamínFigueres;120;2022-01-27;spanish;0.0;192.0;0
802;Grant Takes Command;BruceCatton;KevinT.Collins;1521;2016-05-04;English;0.0;1338.0;0
803;音声配信の稼ぎ方・stand.fm（スタンドエフエム）収益化の全てがこれで丸わかり！;相川正樹;福岡真延;57;2021-02-25;japanese;0.0;279.0;0
804;The Temple and the Tabernacle;J.DanielHays;BobSouer;354;2021-04-20;English;0.0;586.0;0
805;Footloose;ParamountPictures;DavidLedoux;327;2011-10-14;English;0.0;602.0;0
806;Històries per a nenes i nens extraordinaris;AmandaLi,NúriaCurraniValls-traductor;HelenaRoura;154;2022-01-07;catalan;0.0;384.0;0
807;Gesprekken over de liefde;NatashaLunn;JulikaMarijn;499;2021-11-17;dutch;0.0;502.0;0
808;War Women;MartinLimon;TimothyAndresPabon;355;2021-11-16;English;0.0;703.0;0
809;Henry Ford and the Building of Modern Capitalism;JeffWebb;JeffWebb;231;2021-10-12;English;0.0;421.0;0
810;A csudálatos Mary visszatér;P.L.Travers;PolyákLilla;390;2022-01-05;hungarian;0.0;468.0;0
811;Mastering the Trade, Third Edition;JohnCarter;ScottR.Pollak;1153;2020-04-20;English;5.0;836.0;24
812;高橋御山人の百社巡礼／其之八拾九　福井・勝山　武装する巨大宗教都市;高橋御山人;高橋御山人,盛池雄峰;31;2016-08-01;japanese;0.0;279.0;0
813;Land of Seven Rivers;SanjeevSanyal;VikrantChaturvedi;621;2020-03-24;English;4.5;879.0;188
814;Sternensturz;ChristianMontillon;RenierBaaken;235;2021-12-30;german;0.0;267.0;0
815;Rachel Saint: A Star in the Jungle;JanetBenge,GeoffBenge;RebeccaGallagher;337;2016-04-01;English;5.0;703.0;1
816;Constitución Política de los Estados Unidos Mexicanos;CongresoConstituyentedeMéxico;SergioBustos;1408;2021-06-10;spanish;0.0;703.0;0
817;The Words That Made Us;AkhilReedAmar;FajerAl-Kaisi;1626;2021-06-04;English;0.0;500.0;0
818;Philanthrocapitalism;MatthewBishop,MichaelGreen;SeanRunnette;715;2009-11-30;English;0.0;735.0;0
819;I Just Wanna Make Love to You;BillBrown;BillBrown;40;2021-08-06;English;0.0;121.0;0
820;A Fool's Errand;LonnieG.BunchIII;JDJackson;769;2020-01-28;English;0.0;703.0;0
822;John Quincy Adams;RobertV.Remini;IraClaffey;362;2003-06-13;English;0.0;134.0;0
824;Als ich das Ofenhückerl war;PeterRosegger;PeterMatzer;19;2022-01-04;german;0.0;32.0;0
825;Technik, Tüfler und Talente;VerenaNeuhausen;VerenaNeuhausen,MichaelResch,ThomasGraf;15;2013-08-16;german;0.0;65.0;0
826;Alberto Juantorena. Un uomo chiamato caballo;FlavioStroppini,G.SergioFerrentino;AlessandroCastellucci,NicolaStravalaci;9;2015-12-17;italian;0.0;36.0;0
827;Jan får travlt igen;KnudMeister,CarloAndersen;MikkelSchou;114;2021-11-26;danish;0.0;233.0;0
828;Think Like a Marketer;KateColbert;VanessaDaniels;391;2019-09-18;English;4.0;586.0;1
829;Uganda - Culture Smart!;IanClarke;CharlesArmstrong;197;2021-03-04;English;0.0;1172.0;0
830;The Animal Fair and Other Stories;BBCAudio;PhilipHawthorn;72;2008-04-22;English;0.0;342.0;0
831;The Self-Esteem Regime;ClarissaBurt,GaryM.Krebs-contributor,SharonLechter-foreword;ClarissaBurt;339;2021-11-23;English;0.0;586.0;0
832;Beende das Rauchen;GeorgeLiving;MatthiasBenz;60;2007-09-13;german;0.0;267.0;0
833;La Fontaine;LéonLevrault;GuillaumeDeLouvencourt;66;2018-10-09;french;0.0;149.0;0
834;Just Don't Fall: International Edition;JoshSundquist;JoshSundquist;640;2020-10-29;English;0.0;938.0;0
835;To Catch a Ghost;MichaelDahl,LisaK.Weber;anonymous;55;2022-03-24;English;0.0;199.0;0
836;Backstage;MonikaGruber;MonikaGruber;106;2021-10-28;german;0.0;334.0;0
837;Le Rossignol et l'empereur de Chine;HansChristianAndersen;JulietteLancrenon;24;2011-10-10;french;0.0;299.0;0
838;Nietzsche y el Cristianismo;KarlJaspers;JordiVarela;162;2022-02-23;spanish;0.0;434.0;0
839;Joy at Work;MarieKondo,ScottSonenshein;DanWoren,BrittanyIshibashi;319;2020-04-07;English;4.0;323.0;7
840;The First Girl Child;AmyHarmon;RobShapiro;872;2019-08-20;English;5.0;1005.0;1
841;Prends-moi vite [Take Me Fast];VanessaVale;MurielRedoute;218;2021-02-23;french;0.0;632.0;0
842;White Working Class;JoanC.Williams;LiisaIvary;208;2017-06-27;English;0.0;585.0;0
843;Das Geheimnis der schwedischen Briefe;TanjaBern;Anna-LenaZühlke;602;2020-11-13;german;0.0;468.0;0
844;Seefunk LRC - Allgemeines Funkbetriebszeugnis;RudiSinger;MartinSchülke;34;2013-01-20;german;0.0;401.0;0
845;How We Show Up;MiaBirdsong;MiaBirdsong;406;2020-06-02;English;4.0;500.0;1
846;The Marriage Maker;TarahScott,SummerHanford,ErinRye,;RJBayley;795;2019-07-19;English;0.0;937.0;0
847;Veerappan;K.VijayKumar;VivekMadan;559;2017-12-01;English;5.0;431.0;43
848;Dorothy the Brave;MeghanP.Browne;KristenDiMercurio;16;2022-03-29;English;0.0;251.0;0
849;Finale;SkyeWarren;WillWatt,CJBloom;186;2021-06-01;English;0.0;680.0;0
850;Fuldmånemøde;MichèleSimonsen;MikkelBayMortensen;45;2017-03-03;danish;0.0;133.0;0
851;Un indovino mi disse;TizianoTerzani;EdoardoSiravo;1058;2018-12-21;italian;0.0;420.0;0
852;Longe do mar [Far from the Sea];PauloMoura;AxelAxel;199;2018-04-09;portuguese;0.0;537.0;0
854;Simone Signoret ou la Mémoire partagée;CatherineDavid;CatherineDavid;149;2017-04-11;french;0.0;643.0;0
855;Собака по щучьему велению;ВладимирСотников;ВладимирЛевашев;259;2022-03-22;russian;0.0;132.0;0
856;101 Essays That Will Change the Way You Think;BriannaWiest;AbbyCraden;645;2018-08-21;English;5.0;586.0;18
857;Romeo & Juliet;WilliamShakespeare;ClaireBloom,AlanBandel;150;2009-05-11;English;0.0;398.0;0
858;One Sees or Understands Only When the Mind Is Quiet;JidduKrishnamurti;JidduKrishnamurti;659;2016-03-02;English;5.0;190.0;3
859;Robin Friday. Il prodigio ribelle del calcio;SimoneCola;LorenzoVisi;38;2016-08-04;italian;0.0;113.0;0
860;Daughter of the House;VictoriaCornwall;EmmaPowell;631;2019-04-16;English;0.0;785.0;0
861;To Kill the Dead;C.S.Wilde;CrisDukehart,TimPaige;407;2021-03-09;English;0.0;586.0;0
862;Peas and Queues;SandiToksvig;SandiToksvig;445;2014-05-01;English;0.0;596.0;0
863;The Lost Secret;MonicaMain,JackCanfield-foreword;GwenCarroll;395;2019-11-12;English;5.0;820.0;2
864;The Fall of a God;HollyRenee;MichaelGallagher,JillianMacie;579;2022-02-15;English;0.0;1172.0;0
865;Schism;CatherineAsaro;SuzanneWeintraub;838;2017-04-11;English;0.0;937.0;0
866;Widgets;RoddWagner;KennethLee;530;2021-07-20;English;0.0;586.0;0
867;Hungry for More;MelWells;MelWells;308;2018-07-10;English;5.0;680.0;1
868;Why Did I Buy That?;KirstieClements;HelenWalsh;410;2021-09-28;English;0.0;645.0;0
869;A Splendid Exchange;WilliamJ.Bernstein;MelFoster;1033;2008-05-09;English;4.5;1003.0;3
870;Mindfulness;SarahShaw;SarahShaw;398;2020-03-27;English;0.0;492.0;0
871;How to Bang a Billionaire;AlexisHall;JoelLeslie;660;2018-01-16;English;4.0;500.0;1
872;Der große Orkan;LeaSchmidbauer;AnjaStadlober;412;2018-10-29;german;0.0;367.0;0
873;The Kids' Guide to Magic Tricks;SteveCharney;anonymous;29;2022-02-21;English;0.0;93.0;0
874;Aion;C.G.Jung;DavidRintoul;646;2022-03-02;English;0.0;846.0;0
875;Worth Dying For;TimMarshall;RicJerom;637;2017-07-20;English;4.5;721.0;3
876;ど底辺ドクターが教える　医学部再受験　入る方法　出る方法;ペンネームK.K.;紫都木龍麻;66;2022-02-15;japanese;0.0;418.0;0
877;Hard to Hold;K.Bromberg;ShaneEast,VanessaEdwin;585;2020-12-02;English;5.0;668.0;1
878;Religion and Medicine;JeffLevin,StephenG.Post-foreword;TomParks;746;2020-09-22;English;0.0;703.0;0
879;ねじれたEDGE;崎谷はるひ;野島健児,小西克幸,安元洋貴;76;2015-09-08;japanese;0.0;711.0;0
880;The Minimalist Way;EricaLayne;SuehylaEl-Attar;240;2019-07-16;English;4.5;501.0;64
881;End Game;ToniAleo;FelicityMunroe,AidenSnow;852;2021-02-16;English;0.0;703.0;0
882;Stingers;RandyWayneWhite;TristanMorris;390;2021-05-11;English;0.0;134.0;0
883;El perfume;PatrickSüskind,PilarGiraltGorina-translator,AnaMariadelaFuente-translator;LuisPosada;536;2020-10-31;spanish;0.0;652.0;0
884;How Asia Works;JoeStudwell;NigelPatterson;706;2017-08-15;English;5.0;1008.0;14
885;The Making of America: Volume 1;TeriKanefield;PeteCross;735;2022-03-08;English;0.0;1172.0;0
886;To Forgive Design;HenryPetroski;StephenHoye;810;2014-05-12;English;0.0;752.0;0
889;GuíaBurros: Grafología - Lo que revela tu escritura;MacarenaArnás;KeluRobles;147;2021-07-12;spanish;0.0;307.0;0
890;MEM;BethanyC.Morrow;SoneelaNankani;303;2018-05-22;English;0.0;585.0;0
891;Gustav und die rosarote Wolke Penelope 2;ChristelMariaZwillus;BarbaraFrey;100;2014-02-07;german;0.0;501.0;0
892;Can You Learn to Be Lucky?;KarlaStarr;ArielleSiegel;417;2018-08-14;English;5.0;879.0;1
893;Dark Stars;CaseyE.Berger;MeganTusing;984;2021-11-23;English;0.0;1340.0;0
894;Breaking the Code;BobbyDavisJr.;JayAaseng;170;2020-06-26;English;5.0;469.0;1
895;The Great Gatsby;F.ScottFitzgerald;TannerBuchanan;347;2021-11-30;English;0.0;867.0;0
896;The Searchers;GlennFrankel;JohnMcLain;812;2013-10-18;English;0.0;836.0;0
897;Triskele;SerenaAkeroyd;CassandraMyles,RudySanda;632;2019-03-19;English;0.0;586.0;0
898;Hero Maker: 12 Weeks to Superhero Fit;DuffyGaver;SeanPatrickHopkins;197;2020-04-21;English;5.0;74.0;2
900;Permissão para sentir [Permission to Feel];MarcBrackettPhD;ReinaldoRodrigues;630;2022-02-16;portuguese;0.0;187.0;0
901;By Her Sight;SunnyHart;MeghanKelly;512;2022-03-15;English;0.0;586.0;0
902;Фиолетовая корова. Сделайте свой бизнес выдающимся!;SmartReading;ОльгаГанкова;28;2020-09-04;russian;0.0;132.0;0
904;The Midnight Line;LeeChild;JeffHarding;677;2017-11-07;English;4.0;957.0;16
905;Pup's Prairie Home;ShirleyRayeRedmond;anonymous;2;2022-02-23;English;0.0;82.0;0
906;Petit Ours Brun se déguise;NathalieSavey;DorothéePousséo;3;2022-02-28;french;0.0;113.0;0
907;The Soulful Journey of Recovery;TianDayton;ElizaFoss;452;2019-11-05;English;0.0;703.0;0
908;Das Manuskript in der Flasche;EdgarAllanPoe;ChristophHackenberg;65;2022-01-04;german;0.0;99.0;0
909;Binaural Beats / Brainwave Entrainment / Deep Relaxation / The Bridge to the Subconscious;LaurenceGoldman;IanBrannan;406;2021-04-20;English;5.0;635.0;1
910;Sis, Don't Settle;FaithJenkins;FaithJenkins;500;2021-11-09;English;5.0;500.0;1
911;Juliette et l'amour multiple, une vie érotique;Juliette,PaulineVerduzier,VictoireTuaillon;Juliette,PaulineVerduzier,VictoireTuaillon;63;2018-06-19;french;0.0;187.0;0
912;Dear Madam and Gentlemen [Russian Edition];AntonChekhov;VeraTsaryova,FiodorSeleznyov;44;2014-05-07;russian;0.0;234.0;0
913;Marketing: More effective and efficient;HenningGlaser;HenningGlaser;159;2015-07-06;English;0.0;434.0;0
914;Super Immunity Guided Detox with Dr. Joel Fuhrman;Dr.JoelFuhrman;Dr.JoelFuhrman;577;2021-06-21;English;0.0;197.0;0
915;Essential Oils to Boost the Brain and Heal the Body;JodiCohen,TerryWahls-foreword;JodiCohen,LeslieHoward;458;2021-03-16;English;0.0;879.0;0
916;Ser Bom Não É Ser Bonzinho;ClaudioThebas;SérgioMastropasqua;322;2021-12-30;portuguese;0.0;200.0;0
917;Oscar Wilde;MatthewSturgis;JohnPirkis;2067;2021-10-12;English;0.0;1759.0;0
918;Survivors;TobyNeighbors;AJJones;494;2021-11-09;English;0.0;586.0;0
919;Longhorn: The Hondo Kid;DustyRhodes;GeneEngene;743;2011-01-31;English;0.0;820.0;0
920;Banzai Babe Ruth;RobertK.Fitts;RobinBloodworth;702;2013-02-25;English;0.0;836.0;0
921;Taking Care of Our World;ThelmaRea;EmilioDelgado;2;2009-04-24;English;0.0;65.0;0
922;Flygkapare på fri fot;BrianDanChristensen;HåkanJulander;19;2020-02-26;swedish;0.0;32.0;0
923;Il messaggero dell'angelo;HeatherKillough-Walden;MattiaBressan;766;2019-06-08;italian;0.0;766.0;0
924;Happier Human;S.J.Scott,A.Amit;ErikBloomquist;248;2019-06-28;English;0.0;469.0;0
925;Berøringen af hud;PiaTafdrup;PiaTafdrup;99;2022-03-03;danish;0.0;267.0;0
926;King Slayer;LaylaReyne;TristanJames;337;2019-10-15;English;5.0;585.0;1
927;Breaking the Chain;AllysonReedy;MelanieHaynes;392;2013-04-10;English;0.0;668.0;0
928;Christmas with the Bomb Girls;DaisyStyles;HelenLloyd;602;2018-02-01;English;0.0;645.0;0
929;North Korea's Hidden Revolution;JieunBaek;CarolineMcLaughlin;451;2016-11-15;English;4.0;891.0;1
930;Tammy Duckworth;StephanieCham;anonymous;3;2022-02-25;English;0.0;82.0;0
931;Ho'oponopono;StevenBailey;SimoneBedetti;24;2021-04-28;italian;0.0;75.0;0
932;Mujeres de Vida Apasionada y Muerte Trágica [Women of Passionate Lives and Tragic Deaths];MaríaPilarQueralt;ChloeMalaise;488;2019-05-28;spanish;0.0;585.0;0
933;Own Your Energy;AllaSvirinskaya;EmmaPowell;451;2019-09-07;English;0.0;680.0;0
934;The Wisdom of John Paul II;PopeJohnPaulII,IntroductionbyFatherJohnWhite;KevinMcCarthy;195;1999-12-16;English;0.0;421.0;0
935;Und ewig grüßt das Moppel-Ich;SusanneFröhlich;SusanneFröhlich;221;2010-03-30;german;0.0;585.0;0
936;Epidemics and Society;FrankM.Snowden;EricJasonMartin;1414;2020-09-15;English;5.0;820.0;3
937;Emotional Agility;SusanDavid;ClaireGordon-Webster;448;2016-05-23;English;4.5;683.0;25
938;The Brewer's Tale;WilliamBostwick;ChristopherSutton;486;2015-02-23;English;0.0;836.0;0
939;I dieci momenti che hanno cambiato la storia della chiesa;AndreaAntonioli;AlbertoOnofrietti;1469;2021-02-09;italian;0.0;1342.0;0
940;Fiabe d'incantesimi;ItaloCalvino;BettaCucci;73;2022-02-16;italian;0.0;267.0;0
941;House of Salt and Sorrows;ErinA.Craig;EmilyLawrence;770;2019-08-06;English;4.5;1382.0;14
942;In Watermelon Sugar;RichardBrautigan;BronsonPinchot;142;2017-04-25;English;3.5;585.0;14
943;Elizabeth Cady Stanton;DawnC.Adiletta;SuzyMyers;110;2009-02-02;English;0.0;266.0;0
944;P'tit Loup prépare Noël;OrianneLallemand;WillProduction;3;2021-07-09;french;0.0;74.0;0
945;Usted S.A.;InésTemple;DanielaLanzaraAlcázar;313;2021-09-03;spanish;0.0;729.0;0
946;Jewish Dog;AsherKravitz,MichalKessler-translator,ShariDashGreenspan;JoshBloomberg;389;2021-08-02;English;0.0;375.0;0
947;Naughty Neighbor;LaurenRunow,JeannineColette;BrandonUtah,StephanieWyles;442;2021-03-23;English;0.0;586.0;0
948;Overcoming Panic and Agoraphobia;DrVijayaManicavasagar;DrVijayaManicavasagar;65;2012-04-01;English;0.0;417.0;0
949;Achtsamkeit für Kinder;MagicKids;TorbenSterner;238;2022-01-19;german;0.0;434.0;0
950;Everglades - A fascinating Journey;GlobalTelevision,ArcadiaHomeEntertainment;PeterSimpson;44;2020-07-28;English;0.0;200.0;0
951;Dinosaur Times;Ladybird;BenBaileySmith,KristinAtherton;56;2019-07-01;English;0.0;410.0;0
952;Gamechanger Investing;HilaryKramer;KathrynDaniels;412;2020-01-28;English;0.0;586.0;0
953;The Positive Side of the Street;NapoleonHill;BarryAbrams;245;2022-01-25;English;0.0;469.0;0
954;Lucky, the Amazing Dog Jockey;BrianJames;BrianJames,BradArnold,Chazmo;25;2021-04-14;English;0.0;117.0;0
955;Another Fine Mess;TimMoore;TimMoore;617;2018-11-08;English;0.0;752.0;0
956;Die Abenteuer des braven Soldaten Schwejk;JaroslavHašek;GeraldPichowetz,DasGloriaTheaterEnsemble;84;2022-01-13;german;0.0;166.0;0
957;Milton Hershey;JanetBenge,GeoffBenge;TimGregory;295;2015-10-26;English;0.0;501.0;0
959;Erotic Intelligence;AlexandraKatehakis;EstherWhite;435;2018-06-05;English;0.0;668.0;0
960;Lean UX: Designing Great Products with Agile Teams (Second Edition);JeffGothelf,JoshSeiden;DouglasMartin;296;2021-02-16;English;5.0;1340.0;3
961;De Seul al Cielo [From Seoul to Heaven];SilviaAliaga,TatianaMarco;LauraVives,LuísTorrelles;937;2020-02-21;spanish;0.0;1036.0;0
962;High Fiber Keto;NaomiWhittel;NaomiWhittel;381;2020-02-25;English;0.0;750.0;0
963;Thunder Road;ColinHolmes;GroverGardner;583;2022-02-15;English;0.0;585.0;0
964;Чудеса быта;СергейМусский;АлександрКотов;291;2021-01-28;russian;0.0;166.0;0
965;Sugarlump and the Unicorn and Other Stories;JuliaDonaldson,LydiaMonks;DavidTennant,ImeldaStaunton,JoannaPage,;73;2020-07-09;English;4.5;323.0;3
966;第54回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;21;2018-05-15;japanese;0.0;139.0;0
967;Ti con zero;ItaloCalvino;DarioSansalone;261;2021-05-19;italian;0.0;267.0;0
968;The Bridled Tongue;CatherineMeyrick;DanielleCohen;756;2021-05-04;English;4.0;703.0;1
969;Niebla en el alma;RagnarJónasson,KristinnR.Ólafsson-traductor,AldaÓlafssonÁlvarez-traductor;RicharddelOlmo;511;2022-01-10;spanish;0.0;767.0;0
970;FACTFULNESS(ファクトフルネス) 10の思い込みを乗り越え、データを基に世界を正しく見る習慣;ハンス・ロスリング,オーラ・ロスリング,アンナ・ロスリング・ロンランド,;大岡優一郎,水原恵理;777;2020-03-27;japanese;0.0;976.0;0
971;The Problem with Lincoln;ThomasJ.DiLorenzo;JohnMcLain;484;2020-07-07;English;0.0;773.0;0
972;When Love Came Calling;PreetiShenoy;NimishaSirohi;489;2021-06-01;English;4.0;668.0;12
973;Howler Monkeys;RandallSusman,ChadwickGillenwater;anonymous;2;2022-02-25;English;0.0;82.0;0
974;Will Fain, U.S. Marshal, West Texas: Book 2;R.O.Lane;A.T.Chandler;354;2019-12-24;English;0.0;586.0;0
975;Environmental Guilt and Shame;SarahE.Fredericks;SaraSheckells;721;2021-11-02;English;0.0;586.0;0
976;This Is All a Dream We Dreamed;BlairJackson,DavidGans;HolterGraham,FredBerman,OliverWyman,;1039;2015-11-10;English;0.0;221.0;0
977;Robin Hood;LouisRhead;FloGibson;364;2013-01-14;English;0.0;585.0;0
978;12 Challenges Churches Face;MarkDever;TimDixon;485;2022-01-20;English;0.0;585.0;0
979;Psychosis;PatPatterson;PatPatterson;344;2009-03-23;English;0.0;668.0;0
980;The Way of Qigong;KennethS.Cohen;KennethS.Cohen;198;2009-12-24;English;5.0;74.0;1
981;The Glasshouse;RosalindAbel;KirtGraves;567;2019-05-28;English;0.0;586.0;0
982;El sexto sentido (Narración en Castellano) [The Sixth Sense];PhavyPrieto;EstelaBenita;587;2021-12-30;spanish;0.0;668.0;0
983;Das Leben ist schön;M.L.Busch;MarthaKindermann,FlorianClyde;21;2021-04-28;german;0.0;99.0;0
984;Amours Solitaires;MorganeOrtin;SandraParra,BertrandPazos;140;2019-02-14;french;0.0;452.0;0
985;Праздники Святой Земли;АлексейДмитриевский;АлександрКотов;412;2020-08-04;russian;0.0;166.0;0
986;Lives of the Twelve Caesars;Suetonius;DerekJacobi;433;2004-12-26;English;0.0;668.0;0
987;Good News About Injustice;GaryA.Haugen;JonT.Gauger;153;2009-11-11;English;0.0;375.0;0
988;Lush;KerryCohen;AllysonRyan;340;2018-07-17;English;0.0;469.0;0
989;wisの高村光太郎01「智恵子抄（17編抜粋）」;高村光太郎;wis;37;2016-10-25;japanese;0.0;279.0;0
990;Unglücksglück / Das geschundene Tier;MartinWalser;MartinWalser;62;2021-01-15;german;0.0;233.0;0
991;New York Dreams (German edition);NadineKerger;LeonieLanda;622;2021-12-30;german;0.0;736.0;0
992;5 Minute Mystery - Death at Andersonville;TomFowler;DickHill;9;2010-05-14;English;0.0;32.0;0
993;Rethinking Competitive Advantage;RamCharan;ArthurMorey;318;2021-04-08;English;4.0;888.0;1
994;The Career Code;KatherinePower,HillaryKerr;HillaryKerr;201;2016-08-02;English;0.0;1063.0;0
995;Приключения светофорных человечков;ОльгаЛукас;АлександрАравушкин,ВоронецкийСтанислав,МаринаТитова;23;2022-03-21;russian;0.0;99.0;0
996;"Проект ""Феникс"". Роман о том, как DevOps меняет бизнес к лучшему";SmartReading;ДмитрийЕвстратов;31;2020-09-04;russian;0.0;132.0;0
997;Poorly Made in China;PaulMidler;PaulMidler;477;2020-07-09;English;0.0;836.0;0
998;Alien Gift;TracyLauren;NoelleBridges,MasonLloyd;208;2019-05-28;English;0.0;469.0;0
999;Das Hörbuch der Bücher;OlafIrlenkäuser,RainerVollmar;StephanBenson,KaiMaertens,NormanHacker;60;2007-01-09;german;0.0;367.0;0
1000;The Beekeeper's Promise;FionaValpy;HenriettaMeire;500;2018-05-16;English;0.0;586.0;0
1001;Das geheime Leben des Albert Entwistle;MattCain;HansJürgenStockerl;661;2021-08-30;german;0.0;367.0;0
1002;Chomp;CarlHiaasen;JamesVanDerBeek;370;2012-03-27;English;0.0;1105.0;0
1003;ザ・ローリング・ストーンズとの出会い;MikeM.Koshitani(越谷政義);MikeM.Koshitani;18;2015-11-20;japanese;0.0;139.0;0
1004;Czarownik ptaków cz.2 [Bird Wizard, Part 2];TomaszKalita;PawełSzczęsny;15;2021-06-21;polish;0.0;154.0;0
1005;Bright Burning Stars;A.K.Small;NicoleWood,SaskiaMaarleveld;465;2019-05-22;English;0.0;703.0;0
1006;Blood on the Moon;JenniferKnight;RebeccaGibel;683;2013-02-11;English;0.0;694.0;0
1007;Schönes neues Geld;NorbertHäring;MatthiasLühn;513;2018-09-04;german;0.0;468.0;0
1008;Mastering the Art of Public Speaking;MichaelJ.Gelb;TomParks;332;2020-09-08;English;5.0;844.0;1
1009;The Primrose Railway Children;JacquelineWilson;GeorginaCampbell;714;2021-09-16;English;3.0;615.0;1
1010;Atal Bihari Vajpayee;KingshukNag;ManishDongardive;418;2017-01-01;English;4.5;348.0;63
1011;Messi Es un Perro y Otros Cuentos de Fútbol;HernánCasciari;HernánCasciari;151;2019-08-19;spanish;0.0;65.0;0
1012;Streets, Rhymes & ‘Sugar’;MichaelElliot;MichaelElliot;148;2021-08-05;English;0.0;501.0;0
1013;Managing PD Mid-Stride;ParkinsonsFoundation;RashidaMarshall,LisaNegron,ScottPollak,;57;2021-10-11;English;0.0;23.0;0
1014;Hacia una economía moral;AndrésManuelLópezObrador;ArturoMercadoJr.;266;2021-12-13;spanish;0.0;575.0;0
1015;Lucy & the Lord Mayor Show;DavidWilliams;LindyEstlin;28;2019-10-01;English;0.0;152.0;0
1016;Els bessons congelats;AndreuMartín,JaumeRibera;PolNubiala;691;2021-08-06;catalan;0.0;767.0;0
1017;High Achiever;TiffanyJenkins;TiffanyJenkins;533;2019-06-18;English;5.0;1005.0;1
1018;The Physician's Daughter;MarthaConway;NormaButikofer;627;2022-03-03;English;0.0;1328.0;0
1019;A Fine Brother;LouiseMiller;RachelAtkins;770;2012-12-03;English;0.0;721.0;0
1020;Good to Great;JimCollins;JimCollins;598;2020-10-22;English;4.5;888.0;23
1021;Persuasión;JaneAusten;EvaFernandezMarcos;527;2022-03-13;spanish;0.0;307.0;0
1022;Patterns of Connection;FritjofCapra;GarethRichards;744;2021-11-30;English;0.0;703.0;0
