;name;author;narrator;time;releasedate;language;stars;price;ratings
1522;2012年12月1週目 ヴォイニッチの科学書;中西貴之,BJ;中西貴之,BJ;38;2015-05-25;japanese;0.0;139.0;0
1523;Ponniyin Selvan - Part 5 [The Son of Ponni, Part 5];Kalki;BombayKannan;737;2020-09-03;tamil;5.0;118.0;146
1524;Know My Name;ChanelMiller;ChanelMiller;925;2019-09-24;English;5.0;1093.0;77
1525;Genesis Enigma;AndrewParker;JamesAdams;629;2009-11-05;English;0.0;586.0;0
1526;Road Ends;MaryLawson;IshanDavé,JessSalgueiro,JohnFleming;612;2022-03-17;English;0.0;888.0;0
1527;Zombie Banks;YalmanOnaran;PeteLarkin;341;2020-07-09;English;0.0;668.0;0
1528;The Heartfelt Life of Max Hartfield;ShawnInmon;JohnathanMcClain;73;2021-11-16;English;0.0;83.0;0
1529;In all seinen Farben;GeorgeLester;DirkPetrick;608;2021-06-25;german;0.0;468.0;0
1530;Il buddhismo;GiorgioRenatoFranci;RiccardoMei;271;2019-01-29;italian;0.0;585.0;0
1531;The Prince;JenniferL.Armentrout;AmyLandon;390;2018-11-27;English;5.0;668.0;1
1532;Escaping the Giant Wave;PegKehret;TerryBregy;166;2009-07-29;English;0.0;350.0;0
1533;Криминалистика. Игры разума;МарианнаСорвина;ВсеволодКузнецов;319;2021-01-28;russian;0.0;166.0;0
1535;I've Been Thinking...;MariaShriver;MariaShriver;252;2018-02-27;English;5.0;754.0;2
1536;The Ravine;WendyLower;JanGoodman;330;2021-02-04;English;0.0;645.0;0
1537;The Green Rust;EdgarWallace;DonW.Jenkins;478;2021-12-30;English;0.0;334.0;0
1538;May You Live in Interesting Times;LaraineNewman;LaraineNewman;545;2021-03-11;English;4.0;1003.0;1
1539;Die Dunklen Gestade;MichaelMarcusThurner;RenierBaaken;222;2021-10-20;german;0.0;267.0;0
1540;The Kama Sutra;Vatsyayana;GabrielleDrake;156;2009-01-16;English;5.0;212.0;1
1541;From Madness to Mindfulness;JenniferGunsaullusPhD;WendyTremontKing;627;2021-09-28;English;0.0;586.0;0
1542;Change Your Questions, Change Your Life;MarileeAdams;SuzanneToren;283;2009-04-09;English;4.0;468.0;27
1543;Shipwreck!;JakeMaddox,SeanTiffany;anonymous;37;2022-03-26;English;0.0;152.0;0
1544;Luis und Lena - Der Zwerg des Zorns;ThomasWinkler;MartinBaltscheit;137;2021-08-09;german;0.0;300.0;0
1545;Gardez l'oeil ouvert - Tome 2 [Keep Your Eyes Open, Book 2];VictoriaCharlton;VictoriaCharlton;422;2021-04-21;french;0.0;491.0;0
1546;Love for Imperfect Things;HaeminSunim;RaymondLee;241;2019-01-24;English;4.5;615.0;14
1547;A Hobbit Devotional;EdStrauss;JohnNuttall;389;2015-06-22;English;0.0;586.0;0
1548;The David Wolf Mystery Thriller Series: Books 1-4;JeffCarson;SeanPatrickHopkins;1696;2017-11-06;English;5.0;1003.0;4
1549;Американский гамбит;АндрейИльин;ОлегШубин;597;2021-11-17;russian;0.0;200.0;0
1550;Black Revenge (French edition);AngelArekin;AbelGoehrs,AliceMarco;913;2022-02-21;french;0.0;1058.0;0
1551;第796回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;20;2018-05-16;japanese;0.0;139.0;0
1552;Campfire Ghost Stories, Volume II;A.S.Mott;JaniceRyan;326;2021-02-28;English;0.0;304.0;0
1553;Autumn Spice on Sunflower Street and Christmas Wishes on Sunflower Street;RachelGriffiths;RebeccaCourtney;377;2021-10-07;English;0.0;569.0;0
1554;Crown of Midnight;SarahJ.Maas;ElizabethEvans;763;2021-01-28;English;5.0;569.0;9
1555;On the Run in Nazi Berlin;BertLewyn,BevSaltzmanLewyn-contributor;JonathanDavis,SuzanneToren;770;2019-03-12;English;5.0;836.0;1
1556;The Knight of Maison-Rouge;AlexandreDumas;SimonVance;764;2019-02-05;English;0.0;700.0;0
1557;Kitchen Disco, Bathroom Boogie, Veg Patch Party;ClareFoges;EdCurrie,JamesKnight,KimChandler,;38;2020-11-17;English;0.0;303.0;0
1558;Discover Cryobiology;LisaJ.Amstutz;Intuitive;16;2020-01-15;English;0.0;164.0;0
1559;The Power of Onlyness;NiloferMerchant;NiloferMerchant;522;2017-08-29;English;0.0;879.0;0
1560;Sisi - Das dunkle Versprechen;ElenaHell,RobertKrause;SarahDorsel,MaximilianLaprell;712;2021-12-14;german;0.0;703.0;0
1561;Plutarch's Lives, Volume 1 of 2;Plutarch;B.J.Harrison;2464;2014-08-06;English;0.0;938.0;0
1562;Sassy Surrogate;HeroClub,DorothyEwels;StephenDexter,CJBloom,JoshGoodman;257;2022-01-30;English;0.0;501.0;0
1563;Orbs;NicholasSansburySmith;BronsonPinchot;555;2018-04-03;English;0.0;820.0;0
1565;The Big Jump: Lindbergh and the Great Atlantic Air Race;RichardBak;ArthurMorey;672;2012-07-31;English;0.0;836.0;0
1566;Gunner;SavannahRylan;JoeArden,SamanthaCook;303;2018-07-24;English;0.0;668.0;0
1567;Das Drachenpferd;VirginiaFox;KarolineMaskvonOppen;994;2022-01-26;german;0.0;434.0;0
1568;Hester on the Run;LindaByler;StephanieWillis;533;2015-11-04;English;0.0;668.0;0
1569;Entdecker (ZEIT Geschichte);DIEZEIT;MartinSailer;111;2011-02-15;german;0.0;166.0;0
1570;Oltremare;NicolaLabanca;AlbertoLori;1320;2021-04-05;italian;0.0;1188.0;0
1571;Earth;TimothyGood;StephenBelDavies;1067;2019-11-12;English;0.0;820.0;0
1572;Big Sur and the Oranges of Hieronymus Bosch;HenryMiller;TomPerkins;924;2019-05-21;English;0.0;703.0;0
1573;Give It a Push! Give It a Pull!;JenniferBoothroyd;Intuitive;5;2017-06-06;English;0.0;164.0;0
1574;To Wee or Not to Wee;PamelaButchart;SusanCalman;68;2017-12-01;English;0.0;266.0;0
1575;Ellison Onizuka;StephanieCham;anonymous;4;2022-02-23;English;0.0;82.0;0
1576;Dumpster Doll;MichelleMays,MichelleMoone;MichelleMays;296;2021-09-23;English;0.0;562.0;0
1577;A to Z Mysteries Super Edition 1: Detective Camp;RonRoy;DavidPittu;109;2022-03-15;English;0.0;402.0;0
1578;第63回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;18;2015-05-25;japanese;0.0;139.0;0
1579;Il viaggio - Le origini. Virgilio, Enea e Roma;AndreaCarandini;AndreaCarandini;41;2019-07-19;italian;0.0;113.0;0
1580;I Am Number Four: Lorien Legacies, Book 1;PittacusLore;AdamKaplan;684;2010-09-13;English;5.0;752.0;3
1581;Ritual;NoaXireau;EvaColl;889;2021-09-10;spanish;0.0;345.0;0
1582;What Einstein Told His Cook;RobertL.Wolke;SeanRunnette;552;2012-06-14;English;0.0;569.0;0
1583;Het lot beslist anders;AverilIves,TonStam;MariekeFrankema;276;2022-01-27;dutch;0.0;200.0;0
1584;An Act of Courage;K.C.Lynn;CallieDalton,TeddyHamilton;416;2021-08-10;English;0.0;586.0;0
1585;第725回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;17;2018-05-16;japanese;0.0;139.0;0
1586;2010年2月1週目 ヴォイニッチの科学書　　;中西貴之,BJ;中西貴之,BJ;35;2018-05-16;japanese;0.0;139.0;0
1587;発達障害・グレーゾーンの子の受験を突破する学習法;芦澤唯志;じゅんぺい;362;2021-11-26;japanese;0.0;837.0;0
1588;Setters;ChristineZuchora-Walske,KeithDaniels;anonymous;21;2022-02-25;English;0.0;93.0;0
1589;Strength;JaneWashington,JayminEve;VanessaMoyen;479;2018-08-21;English;4.5;668.0;2
1590;Sales Management for Dummies;ButchBellah;ChrisSorensen;813;2019-09-24;English;0.0;703.0;0
1591;Loslassen und Abschied nehmen;SusanneHühn;SusanneHühn;21;2021-09-10;german;0.0;233.0;0
1592;Hotels, Hospitals, and Jails;AnthonySwofford;AnthonySwofford;503;2012-06-05;English;0.0;500.0;0
1593;On Account of Race;LawrenceGoldstone;RhettSamuelPrice;574;2020-09-22;English;0.0;516.0;0
1594;Heartbreak Symphony;LaekanZeaKemp;RobbMoreira,TaniaPossick;587;2022-04-05;English;0.0;500.0;0
1595;A Watermelon in the Sukkah;SylviaA.Rouss,ShannanRouss;Intuitive;3;2017-04-28;English;0.0;164.0;0
1596;Justice on Both Sides;MaishaT.Winn;MiaEllis;373;2022-01-18;English;0.0;586.0;0
1597;How to Treat People;MollyCase;MollyCase;414;2019-03-21;English;0.0;683.0;0
1598;Breakfast with Einstein;ChadOrzel;ToddBoyce;503;2018-11-01;English;3.0;1328.0;1
1599;Two Sisters;ÅsneSeierstad;SuehylaEl'Attar;913;2018-04-03;English;0.0;1003.0;0
1600;Maybe I'll Pitch Forever;LeRoySatchelPaige,DavidLipman;EdwardLewis;410;2009-06-25;English;0.0;702.0;0
1601;Ocho pasos hacia la felicidad [Eight Steps Towards Happiness];GuesheKelsangGyatso;TharpaEditorial;721;2018-07-02;spanish;0.0;307.0;0
1602;La voce di Mignon;AlessandroTenaglia;AlessandroTenaglia;404;2021-08-10;italian;0.0;190.0;0
1603;Lo spazio tra le stelle;AnneCorlett;AnnaCharlotteBarbera;822;2019-03-23;italian;0.0;843.0;0
1604;Gegen jede Vernunft;AmélieDuval;LaraLeBon,MichaelBorgard,BerndReheuser;503;2020-03-19;german;0.0;501.0;0
1605;La vie secrète de Pablo Escobar;MariaIsabelSantos-Escobar;Marie-LaureDougnac;649;2022-01-31;french;0.0;755.0;0
1606;Das Feuer;ShannonMessenger,DorisAttwood;DavidNathan;1014;2021-11-30;german;0.0;468.0;0
1607;The Silent Season of a Hero;MichaelRosenwald-editor;KentCassella;467;2013-03-09;English;0.0;609.0;0
1608;Chiedimi la luna;CristianoCaccamo;CristianoCaccamo;109;2021-02-20;italian;0.0;422.0;0
1609;Better than Ever;AprilOsteenSimons,JoelOsteen-foreword;AprilOsteenSimons,JoelOsteen;282;2022-01-28;English;0.0;469.0;0
1610;Cappuccino-Küsse;CeliaMartin;ChristianeMarx;365;2013-02-06;german;0.0;401.0;0
1611;Brothers;DavidTalbot;MelFoster;1240;2012-08-23;English;0.0;1005.0;0
1612;100 quotes by Mark Twain;MarkTwain;PaulSpera;24;2018-03-07;English;5.0;187.0;1
1613;Le dragon des pluies;AlainKorkos,KatharinaBußhoff-illustrateur;KatharinaBubhoff,MarieZidi;6;2022-02-14;french;0.0;187.0;0
1614;Sailing the Solar System;NelYomtov,GiovanniPota,AlanBrown;Anonymous;19;2022-02-21;English;0.0;93.0;0
1615;Alpha Zero;ArthurStone;EricJasonMartin;853;2021-12-07;English;0.0;1172.0;0
1616;Nachruf auf mich selbst;HaraldWelzer;HaraldWelzer;488;2021-10-08;german;0.0;703.0;0
1617;Eyes on the Street;RobertKanigel;KimberlyFarr;1159;2016-09-20;English;0.0;1382.0;0
1618;Amma, Take Me to the Golden Temple ;BhaktiMathur;PriyankaBhandari;64;2021-09-29;English;0.0;879.0;0
1619;A Gentle Tyranny;JessCorban;MelieWilliams;709;2021-04-06;English;0.0;702.0;0
1620;The Long Prison Journey of Leslie van Houten;KarleneFaith;GabraZackman;431;2016-06-14;English;0.0;879.0;0
1621;The Qur'an: Surah 102 - At-Takathur;OneMediaiPLTD;A.Haleem;1;2018-04-20;English;0.0;76.0;0
1622;Aventures sur le continent;Mattel,MarieTimothéeMackowiak;ClaudeRoberval;13;2021-09-06;french;0.0;263.0;0
1623;Breviario dei politici secondo il Cardinale Mazzarino;GiulioMazzarino;SerafinoBalduzzi,VittorioVolpi;349;2020-10-28;italian;0.0;228.0;0
1624;El Guardavía [The Signal-Man];CharlesDickens;JosePeciña;36;2022-03-18;spanish;0.0;30.0;0
1625;A Heart Like His;BethMoore;BethMoore;192;2006-01-20;English;4.0;516.0;1
1626;My Bat Boy Days;SteveGarvey;AlphaTrivette;175;2013-07-17;English;0.0;233.0;0
1627;The Good Girl's Guide to Bad Girl Sex;BarbaraKeeslingPhD;ChandraSkyye;493;2013-04-04;English;0.0;609.0;0
1628;Märchenhafte Weihnachten;BrüderGrimm,SelmaLagerlöf,HansChristianAndersen;SebastianLohse;105;2020-11-06;german;0.0;200.0;0
1629;中国バブルと山口組分裂の類似性;本田雅一;後藤敦;17;2016-09-21;japanese;0.0;139.0;0
1630;Home to the Riverview Inn;MollyO'Keefe;TanyaEby;385;2021-09-21;English;0.0;1172.0;0
1631;The Qur'an: Surah 68 - Al-Qalam;OneMediaiPLTD;A.Haleem;14;2018-03-23;English;0.0;76.0;0
1632;HBR's 10 Must Reads on Managing People;W.ChanKim,DanielGoleman,JonR.Katzenbach,;MarkCabus,SusanLarkin;487;2015-08-04;English;4.5;668.0;19
1633;The Enforcer;AbigailOwen;BrianPallino,MelissaMoran;601;2020-11-10;English;0.0;1172.0;0
1635;A Boss Gave Me the Best Love;AntoinetteSherell;SooziCheyenne,AlanRyder;422;2020-10-29;English;0.0;703.0;0
1636;Starstruck;KathleenKrull,PaulBrewer;CaryHite,JaninaEdwards;18;2020-02-18;English;0.0;234.0;0
1637;Macbeth;JoNesbø;DerekRiddell;1025;2018-04-05;English;4.5;752.0;3
1638;Change on the Fly;MarenMoore;AlexKydd,EmmaWilder;377;2022-03-22;English;0.0;586.0;0
1639;第286回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;11;2018-05-15;japanese;0.0;139.0;0
1640;Schefakas Geheimnis;KarlMay;JulianLübbers;50;2022-01-04;german;0.0;65.0;0
1641;Doon;CareyCorp,LorieLangdon;KateMarcin,MollyElston;686;2020-02-18;English;5.0;1172.0;1
1642;Autismo [Autism];CharlieMason;LuisSolorzano;109;2021-05-12;spanish;0.0;234.0;0
1643;Insight;SylviaBrowne;JeannieHackett;303;2007-03-05;English;5.0;632.0;1
1644;Jackdaw;KJCharles;CornellCollins;387;2018-01-26;English;0.0;668.0;0
1645;Alltagsrezepte: Wie man den Augenblick erfüllt;KurtTepperwein;KurtTepperwein;59;2013-10-30;german;0.0;334.0;0
1646;The Classic Tales Podcast, Season Five;AgathaChristie,OscarWilde,P.G.Wodehouse,;B.J.Harrison;2172;2020-02-06;English;4.0;820.0;2
1647;Beautiful Beloved;ChristinaLauren;IngridDonnadieu;144;2016-02-18;french;0.0;225.0;0
1648;Clipped Wings;BettyShreffler;TroyDuran,JillianMacie;393;2018-12-25;English;0.0;586.0;0
1649;The School Choice Roadmap;AndrewCampanella;AdamLofbomm;284;2020-04-14;English;0.0;586.0;0
1650;The Last Days of Socrates;Plato,ChristopherRowe-translator;JustinAvoth,LaurenceDobiesz;395;2021-02-25;English;0.0;888.0;0
1651;Clothesline Clues to Sports People Play;KathrynHeling,DeborahHembrook;LaurenMcCullough;2;2019-10-24;English;0.0;234.0;0
1652;Le due tigri;EmilioSalgari;MicheleLettera;619;2011-06-24;italian;0.0;267.0;0
1653;Manipulation and Dark Psychology: How to Manipulate People Through Persuasion, Hypnosis, NLP and Mind Control;DanielThompson;PaulJameson;327;2019-11-28;English;4.0;668.0;1
1654;His Obsession Next Door;CathrynFox;SashaDunbrooke;294;2017-11-16;English;2.0;501.0;1
1655;How Not to Be Wrong;JamesO'Brien;JamesO'Brien;321;2020-10-22;English;2.5;615.0;3
1656;El Jardinero [The Gardener];RabindranathTagore;LeonelArias;110;2020-08-26;spanish;0.0;188.0;0
1657;Pretty Girls;KarinSlaughter;JenniferWoodward,RobertGSlade;869;2015-07-02;English;4.0;957.0;24
1658;Lift;DanielKunitz;JoeTowne;552;2018-04-02;English;0.0;469.0;0
1659;Shutdown;AdamTooze;AdamTooze-introduction,SimonVance;757;2021-09-07;English;3.5;888.0;3
1660;The Legend;DylanAllen;StephenDexter,RobynVerne;730;2019-09-18;English;0.0;703.0;0
1661;Gung Ho Filmmaking;VicSarin;JohnHeerema;273;2020-10-27;English;0.0;702.0;0
1662;Una vida, muchas vidas;GustavoPetro;JulioCaycedo;656;2022-02-28;spanish;0.0;806.0;0
1663;A Love for Leah;AmyLillard;AndreaEmmes;580;2019-05-29;English;0.0;1172.0;0
1664;Mandhira Malai [Magical Mountain];Umayavan;Suganya;65;2021-09-27;tamil;4.0;48.0;1
1665;Black Thorns;RinaKent;TeddyHamilton,RoseDioro,JacobMorgan;525;2021-07-08;English;5.0;668.0;2
1666;Eisenbahnträume;Karl-HeinzDingler;div.;73;2020-12-01;german;0.0;300.0;0
1667;The Third Chimpanzee;JaredDiamond;RobShapiro;933;2012-04-03;English;5.0;1131.0;18
1668;Meditation and Mantras;SwamiVishnu-Devananda;VikasAdam,ShuchiGokhale;625;2015-01-05;English;5.0;836.0;5
1669;English Lessons;AndreaLucado;AndreaLucado;337;2017-05-02;English;0.0;762.0;0
1670;Sweet Ache;K.Bromberg;AngelicaLee,MikeChamberlain;899;2015-06-02;English;5.0;1131.0;2
1671;The Power is Within You;LouiseL.Hay;LouiseL.Hay;430;2004-09-02;English;5.0;703.0;15
1672;Blood Oath;MelissaLenhardt;SuehylaElAttar;626;2017-05-23;English;0.0;500.0;0
1673;Sacred Economics;CharlesEisenstein;SteveWojtas;905;2017-05-16;English;5.0;1404.0;4
1674;The Boy Who Biked the World Collection;AlastairHumphreys;AlastairHumphreys;392;2021-01-28;English;0.0;1328.0;0
1675;History for 7th Grade: Modern History [Russian Edition];V.Suvorova;IlyaGlukhov;340;2012-11-14;russian;0.0;117.0;0
1676;Retrouver le sommeil sans se prendre la tête;PhilippeAïm;PhilippeAïm;189;2021-03-11;french;0.0;567.0;0
1677;Oasis;TonyMcCarroll;StephenBallantyne;482;2013-02-07;English;0.0;820.0;0
1678;Five Point Someone;ChetanBhagat;GavinMethalaka;431;2018-11-12;English;4.5;568.0;65
1679;Why Do So Many Incompetent Men Become Leaders?;TomasChamorro-Premuzic;GaryTiedemann;295;2020-11-24;English;5.0;469.0;1
1680;Récits d'Ascensions;DanielGrévoz;BernardPaccot;71;2019-09-13;french;0.0;452.0;0
1681;Wed to the Alien Prince;C.V.Walter;RebeccaEstrella;422;2022-02-22;English;0.0;586.0;0
1682;Swing Trading: A Simplified Beginner's Guide on Swing Trading, Stock Market, Forex and Options with Strategies Plan, Risk and Time Management;HenryHill;PeterProva;187;2019-07-29;English;3.0;501.0;1
1683;Wiccapedia;ShawnRobbins,LeannaGreenaway;GabrielleBaker,RebeccaMitchell;454;2019-03-19;English;4.5;586.0;3
1684;Cuentos Miau Bilingüe para Niños 3;EdicionesJaguar;CarlosZertuche,CristinaTenorio,AlondraGarcía;19;2020-11-12;spanish;0.0;99.0;0
1685;It Happened on the Way to War;RyeBarcott;RyeBarcott;876;2012-02-14;English;5.0;836.0;1
1686;Lorenzaccio;AlfreddeMusset;XavierBéja;249;2010-06-25;french;0.0;359.0;0
1687;Nice Guys Don't Win;MicaleaSmeltzer;ZaraEden,JamesCavenaugh;445;2021-08-17;English;0.0;1005.0;0
1688;Matilda;CatherineHanley;JenniferM.Dixon;777;2019-04-23;English;0.0;586.0;0
1689;I Wish I Knew This Before My Divorce;ElaineO.Foster,JosephW.Foster;SteveCarlson;400;2018-03-28;English;0.0;668.0;0
1690;El director (Narración en Catalán) [The Director];DavidJiménez;JorgePenaMiranda;573;2019-12-05;catalan;0.0;691.0;0
1691;The Enchanted Woods;VernonLee;JuliaFranklin;13;2022-03-01;English;0.0;26.0;0
1692;Like Falling Through a Cloud;EugeniaZukerman;EugeniaZukerman;148;2019-11-06;English;0.0;375.0;0
1693;The Prey: A SciFi Alien Romance;JennyFoster;JustineEyre;371;2018-03-01;English;0.0;568.0;0
1694;Inevitable Seductions;ChristinaC.Jones;JakobiDiem,WesleighSiobhan;519;2020-02-04;English;0.0;586.0;0
1695;Ready for Kindergarten?;Dr.ChristopherP.Brown;MillianQuinteros;257;2021-02-23;English;0.0;351.0;0
1696;Remembrance;MaryMonroe;PatriciaR.Floyd;283;2018-09-25;English;0.0;586.0;0
1697;The Mindful Leader;MichaelCarroll;MichaelCarroll;246;2018-05-08;English;0.0;754.0;0
1698;Das Bildnis des Dorian Gray: Eine Buchzusammenfassung;RobertSasse,YannickEsters;YannickEsters;19;2016-03-11;german;0.0;166.0;0
1699;Social Media Metrics;JimSterne;DanJohnMiller;331;2020-07-17;English;0.0;668.0;0
1700;Walking in Zen Sitting in Zen;OSHO;OSHO;1595;2022-02-24;English;0.0;586.0;0
1701;Rethinking American Grand Strategy;ElizabethBorgwardt-editor,ChristopherMcKnightNichols-editor,AndrewPreston-editor;SteveMenasche,TeriSchnaubelt;1184;2021-08-10;English;0.0;703.0;0
1702;The Lucifer Effect;PhilipZimbardo;KevinFoley;1604;2011-04-01;English;4.5;585.0;6
1703;Blumberg;TheodorFontane;GunterSchoß;52;2017-03-30;german;0.0;585.0;0
1704;How to Practice Dharma;LamaZopaRinpoche,GordonMcDougall-editor;SubhashMandal;551;2015-06-15;English;5.0;668.0;1
1705;The 13 Clocks;JamesThurber;EdwardWoodward;86;2022-03-24;English;0.0;351.0;0
1706;The Transgender Issue;ShonFaye;ShonFaye;597;2021-09-02;English;0.0;888.0;0
1707;Our Malady;TimothySnyder;TimothySnyder;181;2020-09-10;English;0.0;615.0;0
1708;Rethinking School;SusanWiseBauer;ChristinaMoore;501;2018-01-09;English;0.0;820.0;0
1709;Meditation Selbstbestimmung - Konditionierungen Aufbrechen, Dein Speicherbewusstsein Erneuern;PierreBohn,TorstenAbrolat;PierreBohn;46;2021-12-29;german;0.0;233.0;0
1710;Shogun;JamesClavell;RalphLister;3214;2015-07-09;English;5.0;1758.0;41
1711;The Rules of “Normal” Eating;KarenR.KoenigLICSWMEd;SamanthaDesz;425;2018-08-07;English;0.0;586.0;0
1712;The School For Scandal;RichardSheridan;EdithEvans,ClaireBloom;125;2009-07-15;English;0.0;266.0;0
1713;Il processo penale;GiulioUbertis;MarioNutarelli;279;2019-12-15;italian;0.0;267.0;0
1714;On Meditation;SriM.;RajivDadia;341;2020-04-13;English;4.5;879.0;62
1715;The Conference of the Birds;RansomRiggs;KirbyHeyborne;552;2020-01-14;English;5.0;888.0;2
1716;Hope in the Valleys;FrancescaCapaldi;DerynEdwards;685;2022-04-01;English;0.0;785.0;0
1717;Neighbors;JanT.Gross;RoryBarnett;202;2018-05-29;English;0.0;501.0;0
1718;What's My Dog Thinking?;HannahMolloy;HannahMolloy;244;2021-10-21;English;0.0;615.0;0
1719;Tryghedsnarkomaner;VitaAndersen;StineBrandtLilliecrona;103;2022-01-13;danish;0.0;267.0;0
1720;The Parents;ClaireSeeber;KatherinePress,RebeccaTravers;519;2021-10-25;English;0.0;645.0;0
1722;The Daytona 500;NancyRoePimm;BookBuddyDigitalMedia;64;2017-04-20;English;0.0;469.0;0
1723;Wie ich Livingstone fand;HenryMortonStanley;WolfgangBerger;79;2017-06-08;german;0.0;300.0;0
1724;I giochi più stimolanti e creativi da fare con il tuo bambino da 0 a 6 anni;GiorgiaCozza;LauraRighi;587;2020-08-25;italian;0.0;689.0;0
1725;Master of the Senate;RobertA.Caro;GroverGardner;1295;2005-08-01;English;5.0;585.0;2
1727;Über das Marionettentheater / Gedichte und Fabeln;HeinrichvonKleist;NinaTirpitz;61;2021-07-15;german;0.0;233.0;0
1728;Herd That;LaniLynnVale;SebastianYork,MaxineMitchell;356;2020-03-17;English;0.0;668.0;0
1729;Do Dogs Dream?;StanleyCoren;MichaelButlerMurray;352;2013-06-27;English;0.0;668.0;0
1730;Луншоты. Как взращивать безумные идеи, которые выигрывают войны, лечат болезни и меняют мир;SmartReading;ДмитрийЕвстратов;29;2020-09-04;russian;0.0;132.0;0
1731;Sehstärke verbessern 8.0;MareikeGrebe;AnnegretPichl;127;2021-05-11;german;0.0;132.0;0
1733;The Athlete Inside;SueReynolds;SusanHanfield;450;2021-09-14;English;0.0;586.0;0
1734;Erzählende Affen - Mythen, Lügen, Utopien;SamiraElQuassil,FriedemannKarig;SebastianDunkelberg;902;2021-12-16;german;0.0;703.0;0
1735;Twist;DannikaDark;NicolePoole;638;2014-06-23;English;0.0;1008.0;0
1736;Getting Started in Stocks;AlvinD.Hall;DonFeldheim;180;2001-05-07;English;4.0;445.0;1
1737;Reinventing You;DorieClark;KarenSaltus;333;2013-04-02;English;4.0;656.0;5
1738;Richest Man In Babylon - Original Edition;GeorgeS.Clason;ChristaLewis;240;2017-07-03;English;5.0;501.0;2
1739;Back in the Fight;JosephKapacziewski,CharlesW.Sasser;JohnnyHeller,JoAnnaPerrin;550;2013-05-07;English;0.0;134.0;0
1740;Andrew Zimmern Visits Singapore;AndrewZimmern;AndrewZimmern;32;2009-12-03;English;0.0;101.0;0
1741;Golda ha dormito qui;SuadAmiry;AuroraCancian;341;2020-11-17;italian;0.0;267.0;0
1742;So Sad Today;MelissaBroder;MelissaBroder;304;2016-08-04;English;4.5;398.0;3
1743;Last Stop Auschwitz;EddydeWind;BorisHiestand;435;2020-01-09;English;5.0;888.0;1
1744;Pride and Prejudice;JaneAusten;KateRedding;718;2020-06-06;English;0.0;351.0;0
1745;Ull;M.K.Eidem;IanGordon,JenniferGill;461;2020-04-30;English;0.0;668.0;0
1746;Goebbels, il diavolo zoppo;LucasHugoPavetto,GiancarloVilla;CorradoNiro;39;2021-04-01;italian;0.0;75.0;0
1747;The First Breath;OliviaGordon;CharlieSanderson;691;2019-06-13;English;0.0;323.0;0
1748;A Drop of Hope;KeithCalabrese;GeorgeNewbern;346;2019-02-26;English;0.0;492.0;0
1749;[3巻] 小林正観さん3時間講座 つきあい方シリーズ3 事故や病気とのつきあい方;小林正観;小林正観;154;2021-06-10;japanese;0.0;781.0;0
